timestamp_ms,acc_x_g,acc_y_g,acc_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,label
2572408,1.1647,-0.0122,-0.0830,5.2094,-2.4962,-2.9476,gesture_recognition
2572428,1.0256,-0.0435,-0.2595,-11.4548,3.2137,-0.6880,gesture_recognition
2572448,0.9250,0.0689,-0.0991,-24.2792,0.4198,2.2891,gesture_recognition
2572468,0.9526,0.0244,0.1617,-24.1342,1.0381,2.8692,gesture_recognition
2572488,1.0358,-0.0330,0.0892,-8.0196,1.3129,0.3654,gesture_recognition
2572508,0.9389,-0.0012,-0.1858,-6.2410,1.8015,0.3272,gesture_recognition
2572528,0.9995,-0.0210,-0.0974,-15.8670,-0.6031,2.3578,gesture_recognition
2572548,0.9772,0.0161,-0.0236,-17.5540,-1.1909,2.5333,gesture_recognition
2572568,0.9982,0.0461,0.0362,-24.0044,0.3358,2.5257,gesture_recognition
2572588,0.9670,-0.0232,0.1236,-16.9509,-0.0230,1.7394,gesture_recognition
2572608,1.0173,-0.1123,0.0052,-13.5082,0.2442,0.7623,gesture_recognition
2572628,1.0329,0.0576,0.0020,-6.1113,-0.8092,0.5868,gesture_recognition
2572648,0.9787,-0.0212,0.0191,-4.5540,-0.5878,0.4188,gesture_recognition
2572668,0.9931,-0.0173,-0.0214,-2.4090,0.8473,0.0982,gesture_recognition
2572688,0.9904,0.0327,0.0218,-1.9891,-0.6413,0.4417,gesture_recognition
2572708,1.0134,0.0403,-0.0144,-5.9357,-0.2443,0.6097,gesture_recognition
2572728,1.0095,0.0283,-0.0127,-10.8517,-0.2367,1.1287,gesture_recognition
2572748,0.9912,0.0068,0.0401,-9.7601,-0.4199,0.8158,gesture_recognition
2572768,1.0073,0.0335,0.0318,-6.1952,-0.9008,0.4265,gesture_recognition
2572788,0.9855,0.0269,0.0005,-7.2029,-1.1756,0.5410,gesture_recognition
2572808,0.9992,0.0330,0.0140,-10.6838,0.0992,1.0677,gesture_recognition
2572828,0.9970,0.0520,0.0279,-12.3403,2.5496,1.3730,gesture_recognition
2572848,1.0017,0.0205,0.0579,-11.7601,2.8702,1.1593,gesture_recognition
2572868,1.0104,-0.0381,-0.0275,-2.3326,-1.1680,-0.1003,gesture_recognition
2572888,0.9887,0.0195,0.0281,0.0414,0.1984,-0.0774,gesture_recognition
2572908,0.9946,0.0176,0.0164,-0.1571,-0.8550,0.0906,gesture_recognition
2572928,0.9990,0.0161,0.0115,-0.1036,0.1602,-0.0010,gesture_recognition
2572948,1.0073,0.0215,0.0159,-0.0731,1.7328,0.0524,gesture_recognition
